Order_ID,Order_Date,Year,Month,Quarter,Customer_ID,Age,Gender,City,Region,Product,Category,Quantity,Unit_Price,Discount_%,Cost_Price,Payment_Method,Revenue,Profit,Profit_Margin
ORD_44,2023-01-21,2023,1,1,CUST_969,20,Female,Hyderabad,South,Wallet,Accessories,1,1697.6,0.05,1229.01,UPI,2483.59,1254.58,0.51
ORD_45,2023-05-26,2023,5,2,CUST_390,40,Female,Delhi,North,Cooking Oil,Grocery,3,273.44,0.1,191.82,Credit Card,1085.28,509.82,0.47
ORD_46,2019-07-18,2019,7,3,CUST_868,19,Female,Kolkata,East,Cooking Oil,Grocery,1,504.18,0.08,362.22,UPI,440.65,78.43,0.18
ORD_47,2021-08-14,2021,8,3,CUST_125,21,Female,Kolkata,East,Laptop,Electronics,3,45943.68,0.01,28551.64,Debit Card,150098.0,64443.08,0.43
ORD_48,2023-01-31,2023,1,1,CUST_510,28,Female,Hyderabad,South,Mixer,Home & Kitchen,2,2746.31,0.09,1708.18,Credit Card,7697.36,4281.0,0.56
ORD_49,2020-01-25,2020,1,1,CUST_288,31,Male,Kolkata,East,Sunglasses,Accessories,1,3804.82,0.06,2482.77,Debit Card,3344.06,861.29,0.26
ORD_50,2020-01-11,2020,1,1,CUST_512,48,Female,Delhi,North,Sofa,Home & Kitchen,1,11426.84,0.0,7659.4,UPI,10684.1,3024.7,0.28
ORD_51,2021-06-26,2021,6,2,CUST_104,40,Female,Mumbai,West,Backpack,Accessories,2,2458.46,0.04,1651.24,UPI,5971.11,2668.63,0.45
ORD_52,2019-07-11,2019,7,3,CUST_833,52,Male,Ahmedabad,West,Jeans,Fashion,3,3002.02,0.09,2038.84,COD,7785.74,1669.22,0.21
ORD_53,2021-09-12,2021,9,3,CUST_121,32,Female,Bangalore,South,Jacket,Fashion,2,3332.29,0.03,2497.13,Credit Card,7466.66,2472.4,0.33
ORD_54,2021-02-15,2021,2,1,CUST_544,45,Male,Ahmedabad,West,Smartwatch,Electronics,4,71769.78,0.01,46675.41,UPI,281366.25,94664.61,0.34
ORD_55,2020-08-07,2020,8,3,CUST_1139,29,Male,Ahmedabad,West,Snacks,Grocery,4,1951.35,0.05,1180.27,UPI,4727.15,6.07,0.0
ORD_56,2019-11-14,2019,11,4,CUST_446,23,Male,Mumbai,West,Shoes,Fashion,2,842.9,0.25,583.3,Credit Card,1580.44,413.84,0.26
ORD_57,2022-04-01,2022,4,2,CUST_643,41,Female,Mumbai,West,Backpack,Accessories,2,3177.13,0.1,1977.96,Credit Card,7148.54,3192.62,0.45
ORD_58,2019-04-13,2019,4,2,CUST_1030,40,Female,Bangalore,South,Sunglasses,Accessories,3,2034.16,0.01,1224.67,UPI,6041.46,2367.45,0.39
ORD_59,2019-04-27,2019,4,2,CUST_381,50,Female,Delhi,North,Backpack,Accessories,1,2465.05,0.09,1793.19,UPI,2243.2,450.01,0.2
ORD_60,2022-05-03,2022,5,2,CUST_827,41,Male,Delhi,North,Smartphone,Electronics,1,22148.21,0.08,13444.73,UPI,26743.96,13299.23,0.5
ORD_61,2023-12-29,2023,12,4,CUST_1186,40,Female,Mumbai,West,Backpack,Accessories,4,3320.63,0.06,2429.03,Credit Card,20975.76,11259.64,0.54
ORD_62,2022-06-22,2022,6,2,CUST_1196,28,Male,Pune,West,Smartwatch,Electronics,4,72736.33,0.0,47466.87,Credit Card,418233.9,228366.42,0.55
ORD_63,2020-06-18,2020,6,2,CUST_489,36,Male,Chennai,South,Shoes,Fashion,2,4597.12,0.06,3352.93,COD,6336.1,-369.76,-0.06
ORD_64,2021-03-21,2021,3,1,CUST_937,20,Male,Pune,West,Shoes,Fashion,2,706.38,0.05,458.66,Credit Card,1476.33,559.01,0.38
ORD_65,2023-03-20,2023,3,1,CUST_939,27,Female,Delhi,North,Laptop,Electronics,4,15412.04,0.02,10857.4,Credit Card,84581.28,41151.68,0.49
ORD_66,2019-05-31,2019,5,2,CUST_1037,27,Male,Chennai,South,Backpack,Accessories,2,1576.81,0.02,967.07,UPI,3245.07,1310.93,0.4
ORD_67,2019-09-29,2019,9,3,CUST_501,45,Female,Pune,West,Mixer,Home & Kitchen,3,3214.97,0.06,1968.41,Debit Card,9519.53,3614.3,0.38
ORD_68,2020-08-06,2020,8,3,CUST_1113,49,Male,Chennai,South,Jacket,Fashion,3,1330.34,0.05,982.6,UPI,2417.06,-530.74,-0.22
ORD_69,2022-06-06,2022,6,2,CUST_1136,27,Male,Chennai,South,Backpack,Accessories,3,846.63,0.07,621.66,Credit Card,3395.52,1530.54,0.45
ORD_70,2022-09-20,2022,9,3,CUST_542,36,Female,Delhi,North,Smartphone,Electronics,1,25193.24,0.02,17247.16,Debit Card,32404.8,15157.64,0.47
ORD_71,2023-12-28,2023,12,4,CUST_558,43,Male,Chennai,South,Smartphone,Electronics,1,64187.84,0.05,44137.48,Debit Card,102443.79,58306.31,0.57
ORD_72,2022-05-23,2022,5,2,CUST_417,31,Male,Chennai,South,Shoes,Fashion,4,2018.51,0.06,1383.92,UPI,9961.35,4425.67,0.44
ORD_73,2021-11-01,2021,11,4,CUST_105,34,Male,Delhi,North,Cooking Oil,Grocery,3,390.43,0.27,239.41,Debit Card,1175.68,457.45,0.39
ORD_74,2022-07-23,2022,7,3,CUST_91,31,Female,Mumbai,West,Cooking Oil,Grocery,3,1966.52,0.09,1349.82,COD,6375.21,2325.75,0.36
ORD_75,2020-11-14,2020,11,4,CUST_331,23,Female,Ahmedabad,West,Shoes,Fashion,2,4193.88,0.21,2692.46,Debit Card,7040.48,1655.56,0.24
ORD_76,2022-02-03,2022,2,1,CUST_20,48,Male,Delhi,North,Snacks,Grocery,1,1106.7,0.06,711.93,Credit Card,1170.34,458.41,0.39
ORD_77,2019-06-04,2019,6,2,CUST_757,36,Female,Bangalore,South,T-shirt,Fashion,1,2544.21,0.01,1904.33,UPI,2896.58,992.25,0.34
ORD_78,2021-05-30,2021,5,2,CUST_632,49,Female,Pune,West,T-shirt,Fashion,4,3180.37,0.06,2287.14,UPI,13811.71,4663.15,0.34
ORD_79,2023-06-19,2023,6,2,CUST_431,46,Female,Hyderabad,South,Headphones,Electronics,3,18592.48,0.09,13167.93,UPI,81719.53,42215.74,0.52
ORD_80,2022-09-27,2022,9,3,CUST_1147,34,Female,Kolkata,East,Headphones,Electronics,1,66884.95,0.08,46804.72,Credit Card,80763.58,33958.86,0.42
ORD_81,2022-06-25,2022,6,2,CUST_333,50,Male,Bangalore,South,Jeans,Fashion,2,2476.11,0.09,1717.47,Credit Card,6478.12,3043.18,0.47
ORD_82,2023-12-11,2023,12,4,CUST_368,38,Male,Pune,West,Rice,Grocery,4,1132.75,0.02,771.89,Credit Card,7459.84,4372.28,0.59
ORD_83,2023-05-22,2023,5,2,CUST_509,34,Female,Chennai,South,Snacks,Grocery,1,1769.4,0.05,1298.89,Debit Card,2470.97,1172.08,0.47
ORD_84,2019-11-23,2019,11,4,CUST_80,48,Male,Ahmedabad,West,Smartwatch,Electronics,2,7514.93,0.2,5359.61,UPI,15029.86,4310.64,0.29
ORD_85,2020-03-31,2020,3,1,CUST_717,28,Male,Chennai,South,Jacket,Fashion,1,2929.37,0.02,2074.98,Debit Card,2440.17,365.19,0.15
ORD_86,2023-08-08,2023,8,3,CUST_49,49,Male,Hyderabad,South,Jeans,Fashion,3,2055.63,0.1,1338.99,UPI,7770.28,3753.31,0.48
ORD_87,2021-03-27,2021,3,1,CUST_143,45,Female,Chennai,South,Cookware Set,Home & Kitchen,4,21930.97,0.01,16180.95,Debit Card,95531.31,30807.51,0.32
ORD_88,2020-12-20,2020,12,4,CUST_1099,40,Male,Pune,West,Sunglasses,Accessories,1,1869.28,0.01,1357.22,COD,1887.6,530.38,0.28
ORD_89,2019-02-26,2019,2,1,CUST_366,34,Female,Chennai,South,Headphones,Electronics,3,74063.14,0.03,46964.13,Credit Card,193971.36,53078.97,0.27
ORD_90,2019-03-20,2019,3,1,CUST_708,37,Male,Pune,West,Smartwatch,Electronics,3,50279.11,0.04,34220.43,COD,144803.84,42142.55,0.29
ORD_91,2021-06-12,2021,6,2,CUST_237,31,Female,Kolkata,East,Wallet,Accessories,4,1131.04,0.09,720.74,Credit Card,5207.99,2325.03,0.45
ORD_92,2022-03-26,2022,3,1,CUST_91,34,Male,Kolkata,East,Shoes,Fashion,2,1749.14,0.0,1223.58,UPI,4372.85,1925.69,0.44
ORD_93,2019-01-04,2019,1,1,CUST_404,33,Male,Pune,West,Wallet,Accessories,1,3988.43,0.03,2578.48,UPI,4255.65,1677.17,0.39
ORD_94,2021-06-02,2021,6,2,CUST_643,27,Male,Delhi,North,Headphones,Electronics,2,7741.23,0.08,5326.88,UPI,18018.49,7364.73,0.41
ORD_95,2023-01-14,2023,1,1,CUST_837,28,Male,Pune,West,Cookware Set,Home & Kitchen,3,14431.37,0.01,9382.62,UPI,66006.2,37858.34,0.57
ORD_96,2021-04-04,2021,4,2,CUST_393,33,Female,Kolkata,East,Microwave,Home & Kitchen,2,4747.66,0.09,3139.14,Credit Card,9504.82,3226.54,0.34
ORD_97,2022-09-23,2022,9,3,CUST_357,43,Female,Chennai,South,Snacks,Grocery,1,744.62,0.02,519.68,UPI,957.77,438.09,0.46
ORD_98,2021-04-11,2021,4,2,CUST_623,45,Female,Chennai,South,Backpack,Accessories,4,3861.8,0.07,2435.82,UPI,15802.49,6059.21,0.38
ORD_99,2020-03-06,2020,3,1,CUST_660,30,Male,Ahmedabad,West,Snacks,Grocery,3,333.28,0.06,221.04,Debit Card,798.87,135.75,0.17
ORD_100,2021-06-23,2021,6,2,CUST_438,27,Female,Ahmedabad,West,Snacks,Grocery,4,1221.56,0.08,796.19,Debit Card,5686.61,2501.85,0.44
ORD_101,2023-06-14,2023,6,2,CUST_582,27,Male,Pune,West,T-shirt,Fashion,1,4008.91,0.09,2698.46,Debit Card,5873.45,3174.99,0.54
ORD_102,2019-07-11,2019,7,3,CUST_461,19,Female,Hyderabad,South,Shoes,Fashion,3,3350.65,0.02,2334.59,Credit Card,9358.37,2354.6,0.25
ORD_103,2019-10-29,2019,10,4,CUST_502,21,Male,Ahmedabad,West,Laptop,Electronics,4,13831.33,0.11,9139.57,Credit Card,64011.4,27453.12,0.43
ORD_104,2022-06-05,2022,6,2,CUST_849,26,Male,Hyderabad,South,Smartwatch,Electronics,3,24987.38,0.06,17243.23,Credit Card,101292.59,49562.9,0.49
ORD_105,2023-01-11,2023,1,1,CUST_819,30,Female,Hyderabad,South,Cooking Oil,Grocery,4,189.24,0.1,118.78,UPI,1049.15,574.03,0.55
ORD_106,2019-10-30,2019,10,4,CUST_871,22,Male,Hyderabad,South,Laptop,Electronics,4,59114.96,0.2,41353.91,COD,245918.23,80502.59,0.33
ORD_107,2019-12-27,2019,12,4,CUST_103,18,Female,Hyderabad,South,Sunglasses,Accessories,3,2501.79,0.08,1859.54,UPI,8285.93,2707.31,0.33
ORD_108,2023-10-04,2023,10,4,CUST_274,49,Male,Ahmedabad,West,Smartwatch,Electronics,3,42161.85,0.19,25777.33,UPI,186465.0,109133.01,0.59
ORD_109,2022-09-29,2022,9,3,CUST_650,38,Female,Ahmedabad,West,Wallet,Accessories,3,638.85,0.1,459.02,Credit Card,2263.92,886.86,0.39
ORD_110,2022-06-08,2022,6,2,CUST_1123,24,Female,Ahmedabad,West,Sunglasses,Accessories,4,2979.18,0.08,1899.08,Credit Card,15759.86,8163.54,0.52
ORD_111,2019-11-22,2019,11,4,CUST_531,57,Female,Hyderabad,South,Cooking Oil,Grocery,3,1857.97,0.19,1201.97,UPI,5643.58,2037.67,0.36
ORD_112,2023-09-17,2023,9,3,CUST_490,26,Female,Chennai,South,Sofa,Home & Kitchen,2,12381.14,0.01,8273.96,Credit Card,36036.55,19488.63,0.54
ORD_113,2021-06-19,2021,6,2,CUST_481,32,Female,Chennai,South,Headphones,Electronics,3,41079.64,0.07,26742.08,Debit Card,144984.43,64758.19,0.45
ORD_114,2020-11-18,2020,11,4,CUST_284,60,Male,Bangalore,South,Mixer,Home & Kitchen,1,18708.54,0.22,11878.87,UPI,15504.7,3625.83,0.23
ORD_115,2020-04-18,2020,4,2,CUST_313,47,Male,Hyderabad,South,Snacks,Grocery,3,1884.23,0.01,1133.22,UPI,3567.55,167.89,0.05
ORD_116,2019-05-12,2019,5,2,CUST_678,26,Male,Ahmedabad,West,Cooking Oil,Grocery,2,856.75,0.04,568.2,Debit Card,1727.21,590.81,0.34
ORD_117,2021-05-01,2021,5,2,CUST_861,36,Male,Kolkata,East,Smartphone,Electronics,2,27223.11,0.06,17466.07,COD,59112.26,24180.12,0.41
ORD_118,2023-04-26,2023,4,2,CUST_41,46,Male,Kolkata,East,Wallet,Accessories,1,3814.86,0.03,2625.7,COD,5180.58,2554.88,0.49
ORD_119,2021-09-03,2021,9,3,CUST_612,20,Female,Kolkata,East,Headphones,Electronics,3,79337.65,0.04,57573.26,UPI,263908.76,91188.98,0.35
ORD_120,2023-10-14,2023,10,4,CUST_1119,26,Female,Hyderabad,South,Snacks,Grocery,1,1669.79,0.29,1223.23,COD,2157.7,934.47,0.43
ORD_121,2021-09-26,2021,9,3,CUST_893,44,Male,Ahmedabad,West,Shoes,Fashion,4,3632.09,0.09,2431.71,Credit Card,15270.03,5543.19,0.36
ORD_122,2019-03-01,2019,3,1,CUST_829,43,Male,Bangalore,South,Cooking Oil,Grocery,3,1767.18,0.03,1186.66,UPI,5142.49,1582.51,0.31
ORD_123,2023-09-18,2023,9,3,CUST_1094,19,Female,Mumbai,West,Rice,Grocery,3,876.06,0.0,617.06,UPI,3863.42,2012.24,0.52
ORD_124,2021-03-17,2021,3,1,CUST_56,43,Female,Delhi,North,Wallet,Accessories,2,3968.46,0.05,2667.15,Credit Card,8294.08,2959.78,0.36
ORD_125,2022-08-09,2022,8,3,CUST_946,34,Female,Bangalore,South,Rice,Grocery,2,607.35,0.05,443.5,UPI,1442.46,555.46,0.39
ORD_126,2019-04-13,2019,4,2,CUST_671,38,Male,Hyderabad,South,Sofa,Home & Kitchen,3,3540.02,0.08,2208.23,Debit Card,9770.46,3145.77,0.32
ORD_127,2021-07-20,2021,7,3,CUST_777,37,Female,Chennai,South,Cookware Set,Home & Kitchen,2,9042.85,0.09,5427.23,Credit Card,17198.6,6344.14,0.37
ORD_128,2023-03-21,2023,3,1,CUST_168,28,Female,Ahmedabad,West,Cooking Oil,Grocery,3,1300.45,0.04,782.04,Debit Card,5243.41,2897.29,0.55
ORD_129,2019-02-09,2019,2,1,CUST_717,29,Female,Hyderabad,South,Backpack,Accessories,4,1564.93,0.02,1115.88,Debit Card,5521.07,1057.55,0.19
ORD_130,2022-08-24,2022,8,3,CUST_64,64,Female,Hyderabad,South,Laptop,Electronics,2,10051.3,0.05,6118.11,UPI,23871.84,11635.62,0.49
ORD_131,2020-02-13,2020,2,1,CUST_489,24,Male,Bangalore,South,Smartphone,Electronics,1,14756.47,0.04,8999.14,Debit Card,10837.15,1838.01,0.17
ORD_132,2021-08-27,2021,8,3,CUST_953,37,Female,Chennai,South,Smartphone,Electronics,4,40140.46,0.04,26802.11,UPI,169553.3,62344.86,0.37
ORD_133,2023-04-20,2023,4,2,CUST_235,30,Male,Bangalore,South,Microwave,Home & Kitchen,1,7558.23,0.1,4570.43,Debit Card,9523.37,4952.94,0.52
ORD_134,2020-09-29,2020,9,3,CUST_639,26,Female,Kolkata,East,Laptop,Electronics,1,78798.32,0.03,55841.49,Debit Card,68217.68,12376.19,0.18
ORD_135,2021-03-23,2021,3,1,CUST_498,39,Male,Delhi,North,T-shirt,Fashion,4,2629.44,0.02,1658.01,UPI,11338.15,4706.11,0.42
ORD_136,2022-11-28,2022,11,4,CUST_1160,26,Female,Mumbai,West,Mixer,Home & Kitchen,4,1780.63,0.14,1191.8,UPI,9570.89,4803.69,0.5
ORD_137,2020-12-12,2020,12,4,CUST_759,20,Male,Delhi,North,Sunglasses,Accessories,4,1134.5,0.01,779.74,UPI,4582.47,1463.51,0.32
ORD_138,2021-11-02,2021,11,4,CUST_861,46,Male,Ahmedabad,West,Mixer,Home & Kitchen,3,12518.53,0.23,8932.71,COD,39761.98,12963.85,0.33
ORD_139,2019-08-05,2019,8,3,CUST_942,21,Male,Bangalore,South,Cooking Oil,Grocery,2,295.31,0.01,199.28,Credit Card,584.71,186.15,0.32
ORD_140,2021-06-10,2021,6,2,CUST_1103,51,Male,Ahmedabad,West,Shoes,Fashion,1,2829.7,0.09,1732.84,Debit Card,3257.41,1524.57,0.47
ORD_141,2021-08-10,2021,8,3,CUST_550,46,Female,Pune,West,Snacks,Grocery,3,1417.07,0.02,885.84,UPI,4582.8,1925.28,0.42
ORD_142,2023-10-11,2023,10,4,CUST_572,46,Female,Ahmedabad,West,T-shirt,Fashion,1,3258.25,0.27,2303.95,Debit Card,4328.91,2024.96,0.47
ORD_143,2020-05-14,2020,5,2,CUST_777,27,Male,Pune,West,Snacks,Grocery,3,1589.28,0.06,1079.06,Debit Card,2999.98,-237.2,-0.08
ORD_144,2019-02-28,2019,2,1,CUST_373,22,Male,Ahmedabad,West,Cooking Oil,Grocery,2,1756.39,0.03,1177.71,Debit Card,3066.66,711.24,0.23
ORD_145,2020-03-10,2020,3,1,CUST_698,20,Male,Chennai,South,Cookware Set,Home & Kitchen,3,1500.67,0.02,1124.68,COD,3750.17,376.13,0.1
ORD_146,2023-12-08,2023,12,4,CUST_566,30,Female,Mumbai,West,Wallet,Accessories,4,1253.43,0.02,932.7,Credit Card,8254.59,4523.79,0.55
ORD_147,2021-11-24,2021,11,4,CUST_495,27,Male,Kolkata,East,T-shirt,Fashion,1,680.49,0.22,411.29,UPI,729.83,318.54,0.44
ORD_148,2021-09-27,2021,9,3,CUST_976,38,Female,Ahmedabad,West,Backpack,Accessories,2,2491.7,0.04,1638.48,Credit Card,5525.59,2248.63,0.41
ORD_149,2021-07-06,2021,7,3,CUST_603,55,Male,Hyderabad,South,Laptop,Electronics,4,18476.23,0.04,12506.42,Credit Card,74141.42,24115.74,0.33
ORD_150,2021-04-08,2021,4,2,CUST_1192,51,Male,Pune,West,Shoes,Fashion,1,2816.68,0.07,1730.26,Credit Card,2881.46,1151.2,0.4
ORD_151,2021-08-27,2021,8,3,CUST_705,28,Male,Kolkata,East,Wallet,Accessories,4,2477.13,0.01,1846.63,Credit Card,10790.38,3403.86,0.32
ORD_152,2023-03-08,2023,3,1,CUST_721,34,Female,Ahmedabad,West,Sunglasses,Accessories,1,2776.74,0.04,1769.64,Credit Card,3731.94,1962.3,0.53
ORD_153,2020-07-08,2020,7,3,CUST_473,21,Male,Delhi,North,Cookware Set,Home & Kitchen,4,9561.57,0.05,6947.68,Debit Card,22004.76,-5785.96,-0.26
ORD_154,2023-01-17,2023,1,1,CUST_245,20,Male,Bangalore,South,Shoes,Fashion,3,756.89,0.02,460.0,Credit Card,3426.9,2046.9,0.6
ORD_155,2020-01-28,2020,1,1,CUST_567,51,Female,Chennai,South,Jacket,Fashion,4,3131.02,0.01,2341.99,COD,11592.91,2224.95,0.19
ORD_156,2019-07-25,2019,7,3,CUST_466,37,Male,Pune,West,Shoes,Fashion,3,1644.01,0.05,1150.86,UPI,4451.16,998.58,0.22
ORD_157,2020-01-03,2020,1,1,CUST_1094,56,Male,Bangalore,South,Mixer,Home & Kitchen,3,5520.38,0.07,3679.68,Debit Card,14400.74,3361.7,0.23
ORD_158,2020-07-15,2020,7,3,CUST_1134,63,Female,Chennai,South,Laptop,Electronics,2,6313.7,0.06,4611.12,Credit Card,7188.62,-2033.62,-0.28
ORD_159,2022-11-29,2022,11,4,CUST_211,31,Female,Mumbai,West,Jacket,Fashion,2,4733.94,0.23,2916.05,Credit Card,11391.04,5558.94,0.49
ORD_160,2022-03-21,2022,3,1,CUST_981,41,Female,Ahmedabad,West,Sofa,Home & Kitchen,1,19777.25,0.03,12190.03,Credit Card,23979.92,11789.89,0.49
ORD_161,2020-11-28,2020,11,4,CUST_518,26,Female,Ahmedabad,West,T-shirt,Fashion,3,4090.16,0.18,2636.23,Credit Card,10690.66,2781.97,0.26
ORD_162,2019-08-22,2019,8,3,CUST_1008,43,Female,Delhi,North,Smartwatch,Electronics,1,34141.86,0.06,23279.73,Credit Card,32093.35,8813.62,0.27
